host_response_rate.percentage,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,bed_type,Number.of.amenities,security_deposit,cleaning_fee,instant_bookable,cancellation_policy,require_guest_phone_verification,average_price,if_review_score96,sqrt.host_total_listings_count,sqrt.accommodates,sqrt.security_deposit,sqrt.number_of_reviews,HierCluster,KMeansCluster
96.40529571,1,t,Jamaica Plain,Apartment,Private room,3,1,1,Real Bed,17,204.28,25,f,moderate,f,67,t,1,1.732050808,14.29265546,2,1,6
96.40529571,1,f,Allston,Apartment,Private room,1,1,1,Real Bed,18,204.28,72.07,f,flexible,f,90,t,1,1,14.29265546,1,4,6
98,441,t,West End,Apartment,Entire home/apt,5,2,2,Real Bed,23,204.28,100,f,moderate,t,289,t,21,2.236067977,14.29265546,1,1,7
96.40529571,1,f,Back Bay,Apartment,Entire home/apt,2,1,1,Real Bed,11,204.28,72.07,f,flexible,f,156.18,f,1,1.414213562,14.29265546,2,3,6
96.40529571,1,f,Fenway,Apartment,Private room,1,0.5,1,Real Bed,21,204.28,72.07,f,flexible,f,54.29,f,1,1,14.29265546,1.414213562,4,6
96.40529571,1,t,Allston,Townhouse,Private room,2,1,2,Real Bed,23,204.28,72.07,f,moderate,f,230,f,1,1.414213562,14.29265546,1.732050808,1,6
96.40529571,1,f,South End,Condominium,Entire home/apt,2,1,1,Real Bed,16,204.28,60,f,moderate,f,159,t,1,1.414213562,14.29265546,3.16227766,3,6
96.40529571,1,t,Fenway,Apartment,Entire home/apt,3,1,1,Real Bed,19,150,10,f,strict_14_with_grace_period,f,100,f,1,1.732050808,12.24744871,1,2,6
96.40529571,1,t,Dorchester,Apartment,Private room,1,1,1,Real Bed,13,204.28,18,f,strict_14_with_grace_period,f,57.04,f,1,1,14.29265546,2.236067977,4,6
96.40529571,1,t,Brighton,Apartment,Entire home/apt,4,1,2,Real Bed,20,200,35,t,moderate,f,225,t,1,2,14.14213562,1.414213562,6,6
96.40529571,1,t,Fenway,Apartment,Private room,1,1.5,1,Real Bed,13,204.28,72.07,f,moderate,f,57,t,1,1,14.29265546,1.414213562,1,6
96.40529571,1,t,North End,Apartment,Entire home/apt,2,1,0,Real Bed,15,150,40,f,moderate,f,192.33,t,1,1.414213562,12.24744871,1,1,6
96.40529571,2,t,Jamaica Plain,Apartment,Private room,2,1,1,Real Bed,11,204.28,72.07,f,flexible,f,100,t,1.414213562,1.414213562,14.29265546,1,4,6
96.40529571,1,t,Jamaica Plain,House,Private room,2,1,1,Real Bed,20,100,50,f,strict_14_with_grace_period,t,172.93,t,1,1.414213562,10,4,1,6
96.40529571,1,t,Jamaica Plain,Condominium,Private room,2,2,1,Real Bed,16,204.28,72.07,f,flexible,f,70,f,1,1.414213562,14.29265546,3.16227766,4,6
98,441,t,Chinatown,Other,Entire home/apt,3,1,1,Real Bed,31,204.28,100,f,moderate,t,332.48,t,21,1.732050808,14.29265546,1,1,7
100,2,f,Roslindale,Apartment,Private room,1,1,1,Real Bed,7,204.28,72.07,f,strict_14_with_grace_period,f,25,f,1.414213562,1,14.29265546,2,4,6
96.40529571,1,t,Jamaica Plain,Apartment,Private room,2,2,1,Real Bed,16,100,15,f,flexible,f,95,f,1,1.414213562,10,1,4,6
96.40529571,1,f,Mission Hill,Loft,Private room,3,1,1,Real Bed,12,204.28,72.07,f,flexible,f,102.99,f,1,1.732050808,14.29265546,1.732050808,4,6
100,23,f,Mission Hill,Apartment,Private room,1,1,1,Real Bed,16,100,30,t,strict_14_with_grace_period,f,48.52,f,4.795831523,1,10,1.732050808,5,6
96.40529571,2,t,Jamaica Plain,Apartment,Entire home/apt,2,1,1,Real Bed,19,300,70,f,strict_14_with_grace_period,f,109.37,t,1.414213562,1.414213562,17.32050808,1,2,6
96.40529571,1,t,Allston,Apartment,Private room,2,1,1,Real Bed,13,100,6,t,flexible,f,49.12,t,1,1.414213562,10,1.414213562,5,6
96.40529571,1,t,Beacon Hill,Apartment,Entire home/apt,4,1,1,Real Bed,21,204.28,72.07,f,strict_14_with_grace_period,f,299,f,1,2,14.29265546,1.732050808,2,6
100,1,t,Back Bay,House,Entire home/apt,6,2.5,3,Real Bed,43,1000,210,f,moderate,f,621.22,t,1,2.449489743,31.6227766,3.872983346,1,2
96.40529571,1,t,Jamaica Plain,House,Entire home/apt,10,2.5,5,Real Bed,18,500,125,f,strict_14_with_grace_period,f,228.07,f,1,3.16227766,22.36067977,1.732050808,2,2
96.40529571,1,t,Roxbury,Townhouse,Entire home/apt,7,1.5,3,Real Bed,21,300,15,f,flexible,f,130,f,1,2.645751311,17.32050808,3,2,3
96.40529571,2,t,Fenway,Apartment,Entire home/apt,4,1,1,Real Bed,23,200,200,t,moderate,f,188,f,1.414213562,2,14.14213562,1.414213562,3,3
96.40529571,1,f,Beacon Hill,Apartment,Private room,1,1,1,Real Bed,12,95,10,f,flexible,f,88.64,f,1,1,9.746794345,1.414213562,4,6
96.40529571,1,f,Brighton,Apartment,Entire home/apt,2,1,1,Real Bed,18,204.28,72.07,f,flexible,f,100,t,1,1.414213562,14.29265546,2.449489743,3,6
96.40529571,1,t,Back Bay,Apartment,Entire home/apt,4,1,1,Real Bed,17,204.28,65,f,strict_14_with_grace_period,f,248,f,1,2,14.29265546,5.196152423,2,6
96.40529571,1,t,Back Bay,Apartment,Entire home/apt,4,2,2,Real Bed,17,200,83,f,moderate,f,281,t,1,2,14.14213562,3.464101615,1,3
96.40529571,2,t,Back Bay,Apartment,Entire home/apt,2,1,0,Real Bed,11,95,20,f,strict_14_with_grace_period,f,142.11,f,1.414213562,1.414213562,9.746794345,1.732050808,2,6
96.40529571,1,f,Fenway,House,Entire home/apt,3,1,1,Real Bed,15,204.28,72.07,f,flexible,f,190,t,1,1.732050808,14.29265546,1,3,6
96.40529571,1,f,Back Bay,Apartment,Private room,2,1,1,Real Bed,4,204.28,72.07,f,flexible,f,120,t,1,1.414213562,14.29265546,1,4,6
100,2,f,Downtown,Apartment,Entire home/apt,4,1,2,Real Bed,25,500,72.07,f,moderate,f,257.12,t,1.414213562,2,22.36067977,3.31662479,3,3
96.40529571,1,f,Jamaica Plain,House,Entire home/apt,10,3.5,4,Real Bed,21,204.28,125,f,flexible,f,650,t,1,3.16227766,14.29265546,1,2,2
96.40529571,2,f,Chinatown,Apartment,Private room,2,1,1,Real Bed,11,204.28,5,f,flexible,f,90.86,f,1.414213562,1.414213562,14.29265546,1.414213562,4,6
96.40529571,1,f,Brighton,Apartment,Private room,1,1.5,1,Real Bed,12,204.28,72.07,t,flexible,f,32.84,f,1,1,14.29265546,1,5,6
96.40529571,1,t,Beacon Hill,Apartment,Entire home/apt,2,1,1,Real Bed,11,204.28,72.07,f,moderate,f,225,t,1,1.414213562,14.29265546,2.449489743,1,6
96.40529571,1,t,Fenway,House,Private room,4,2.5,1,Real Bed,20,150,10,f,flexible,f,70.04,f,1,2,12.24744871,2.236067977,4,6
96.40529571,1,t,Downtown,Apartment,Entire home/apt,2,1,1,Real Bed,17,500,160,f,strict_14_with_grace_period,f,173.75,f,1,1.414213562,22.36067977,2,2,6
96.40529571,1,f,South Boston,House,Private room,2,1,1,Real Bed,15,204.28,5,f,moderate,f,65,t,1,1.414213562,14.29265546,3.31662479,5,6
96.40529571,1,t,North End,Apartment,Entire home/apt,2,1,1,Real Bed,12,204.28,100,f,flexible,f,118,f,1,1.414213562,14.29265546,1,3,6
96.40529571,1,t,Charlestown,House,Private room,2,1,1,Futon,1,204.28,72.07,f,flexible,f,200,f,1,1.414213562,14.29265546,2.828427125,4,6
96.40529571,1,t,Back Bay,Apartment,Entire home/apt,5,1,1,Real Bed,22,204.28,72.07,f,moderate,f,159,t,1,2.236067977,14.29265546,1.414213562,1,3
96.40529571,1,t,Fenway,Apartment,Entire home/apt,3,1,1,Real Bed,9,204.28,20,f,strict_14_with_grace_period,f,190,f,1,1.732050808,14.29265546,2,2,6
96.40529571,1,t,Fenway,Apartment,Private room,1,1.5,1,Real Bed,12,300,72.07,f,strict_14_with_grace_period,f,56,t,1,1,17.32050808,1.414213562,4,6
96.40529571,1,f,Fenway,Apartment,Private room,1,1,1,Real Bed,10,204.28,72.07,f,flexible,f,72.54,f,1,1,14.29265546,1,4,6
96.40529571,1,t,Jamaica Plain,Apartment,Private room,3,1,1,Real Bed,10,204.28,10,t,strict_14_with_grace_period,f,30,f,1,1.732050808,14.29265546,2.236067977,5,6
96.40529571,1,t,Jamaica Plain,Apartment,Private room,2,1,1,Real Bed,9,204.28,10,f,flexible,f,46,f,1,1.414213562,14.29265546,1.414213562,4,6
96.40529571,1,t,Brighton,Apartment,Private room,1,1,1,Real Bed,10,204.28,72.07,t,flexible,f,29,f,1,1,14.29265546,1,5,6
96.40529571,1,t,Jamaica Plain,House,Private room,1,1,1,Real Bed,15,204.28,20,f,flexible,f,52.8,f,1,1,14.29265546,3,4,6
96.40529571,1,t,Mission Hill,Apartment,Private room,1,1,1,Real Bed,12,1000,72.07,f,flexible,f,41,t,1,1,31.6227766,1.414213562,4,6
96.40529571,1,t,Jamaica Plain,Apartment,Entire home/apt,4,2,2,Real Bed,13,500,100,f,moderate,f,250,t,1,2,22.36067977,1,1,3
96.40529571,1,t,Beacon Hill,Apartment,Entire home/apt,2,1,0,Real Bed,16,204.28,35,f,flexible,f,99,t,1,1.414213562,14.29265546,1,3,6
96.40529571,1,t,Jamaica Plain,Apartment,Private room,2,1,1,Real Bed,16,204.28,72.07,f,flexible,f,70,f,1,1.414213562,14.29265546,2,4,6
96.40529571,1,f,Allston,Apartment,Entire home/apt,3,1,0,Real Bed,10,204.28,100,f,flexible,f,74.27,f,1,1.732050808,14.29265546,1,3,6
96.40529571,1,t,Beacon Hill,Apartment,Entire home/apt,2,1,1,Real Bed,16,204.28,49,f,flexible,f,206.55,t,1,1.414213562,14.29265546,1,3,6
96.40529571,2,f,Chinatown,Apartment,Private room,2,1,1,Real Bed,8,204.28,5,f,flexible,f,93,f,1.414213562,1.414213562,14.29265546,1.414213562,4,6
96.40529571,1,t,Dorchester,Apartment,Private room,2,1,1,Real Bed,15,100,5,f,moderate,f,60,f,1,1.414213562,10,2.645751311,1,6
96.40529571,1,t,Roxbury,House,Entire home/apt,6,1,3,Real Bed,22,300,72.07,f,moderate,f,180,f,1,2.449489743,17.32050808,2.645751311,1,3
100,2,f,Dorchester,House,Entire home/apt,6,1,3,Real Bed,15,204.28,50,f,moderate,f,84,f,1.414213562,2.449489743,14.29265546,1.732050808,3,3
96.40529571,1,f,Mission Hill,Apartment,Private room,1,2,1,Real Bed,17,204.28,15,f,strict_14_with_grace_period,f,60.32,f,1,1,14.29265546,1.732050808,4,6
96.40529571,1,t,Roxbury,Apartment,Entire home/apt,2,1,0,Real Bed,11,204.28,20,f,strict_14_with_grace_period,f,94,f,1,1.414213562,14.29265546,2.828427125,2,6
96.40529571,1,f,Back Bay,Apartment,Entire home/apt,2,1,0,Real Bed,13,204.28,25,f,moderate,f,130.64,f,1,1.414213562,14.29265546,5.830951895,3,6
96.40529571,1,t,Beacon Hill,Apartment,Entire home/apt,4,1,1,Real Bed,13,300,15,f,moderate,f,156.11,t,1,2,17.32050808,1.414213562,1,6
96.40529571,1,t,Beacon Hill,Apartment,Private room,2,1,1,Real Bed,19,204.28,72.07,f,flexible,f,195,t,1,1.414213562,14.29265546,3,4,6
96.40529571,1,t,Beacon Hill,Apartment,Entire home/apt,2,1,2,Real Bed,19,330,40,f,flexible,f,269.07,f,1,1.414213562,18.16590212,1.732050808,3,6
96.40529571,1,t,South Boston,Apartment,Entire home/apt,2,1,1,Real Bed,12,200,65,f,flexible,f,132.87,t,1,1.414213562,14.14213562,1,3,6
96.40529571,1,t,Roxbury,Loft,Shared room,2,1,1,Real Bed,21,204.28,25,f,moderate,f,100,t,1,1.414213562,14.29265546,3.464101615,1,6
96.40529571,1,f,Mission Hill,Apartment,Shared room,1,1,1,Real Bed,10,204.28,72.07,f,strict_14_with_grace_period,f,29.42,f,1,1,14.29265546,3.31662479,4,6
96.40529571,1,t,Roslindale,Apartment,Private room,4,1,1,Real Bed,12,204.28,10,f,flexible,f,75.19,t,1,2,14.29265546,3.16227766,4,6
96.40529571,2,f,Chinatown,Apartment,Private room,1,1,1,Real Bed,12,204.28,5,f,flexible,f,100.93,t,1.414213562,1,14.29265546,1.414213562,4,6
96.40529571,1,t,North End,Condominium,Entire home/apt,2,1,1,Real Bed,22,100,72.07,t,moderate,f,175,t,1,1.414213562,10,1.732050808,6,6
96.40529571,1,f,Fenway,Apartment,Entire home/apt,2,1,0,Real Bed,17,300,75,f,moderate,f,118.26,t,1,1.414213562,17.32050808,3.464101615,3,6
90,30,t,Roxbury,Apartment,Private room,1,2,1,Real Bed,20,300,40,f,strict_14_with_grace_period,f,35,t,5.477225575,1,17.32050808,1,4,6
96.40529571,1,t,Fenway,Apartment,Entire home/apt,2,1,1,Real Bed,16,204.28,50,t,moderate,f,199,t,1,1.414213562,14.29265546,4,3,6
96.40529571,1,t,Fenway,Apartment,Entire home/apt,10,1,1,Real Bed,19,200,72.07,f,strict_14_with_grace_period,f,229,f,1,3.16227766,14.14213562,2.828427125,2,3
96.40529571,1,f,Brighton,Apartment,Entire home/apt,3,1,1,Real Bed,10,500,100,f,moderate,f,250,f,1,1.732050808,22.36067977,1,3,6
96.40529571,1,t,Fenway,Apartment,Private room,1,1,1,Real Bed,13,204.28,72.07,t,flexible,f,90,f,1,1,14.29265546,2.236067977,5,6
96.40529571,1,t,North End,Apartment,Entire home/apt,2,1,0,Real Bed,12,100,72.07,f,strict_14_with_grace_period,f,150,t,1,1.414213562,10,4.795831523,2,6
96.40529571,1,t,Brighton,Apartment,Shared room,2,1,1,Real Bed,10,204.28,72.07,f,flexible,f,44,t,1,1.414213562,14.29265546,1.414213562,4,6
96.40529571,1,t,Mission Hill,Apartment,Private room,1,1,1,Real Bed,23,204.28,5,f,flexible,f,45.71,f,1,1,14.29265546,2,4,6
96.40529571,1,f,Allston,Apartment,Private room,1,2,1,Real Bed,14,204.28,72.07,f,strict_14_with_grace_period,f,42,t,1,1,14.29265546,1,4,6
96.40529571,1,t,Allston,Apartment,Private room,2,1,1,Real Bed,16,100,10,f,moderate,f,50.47,f,1,1.414213562,10,2,1,6
96.40529571,1,t,Bay Village,Condominium,Entire home/apt,2,1,1,Real Bed,33,204.28,75,f,moderate,f,131.31,t,1,1.414213562,14.29265546,1.414213562,1,6
96.40529571,1,t,Back Bay,Apartment,Entire home/apt,4,1,1,Real Bed,18,204.28,55,f,flexible,f,150,f,1,2,14.29265546,4,3,6
96.40529571,1,f,Jamaica Plain,Apartment,Private room,2,1,1,Real Bed,22,204.28,72.07,f,strict_14_with_grace_period,f,62.27,f,1,1.414213562,14.29265546,2.236067977,4,6
98,441,t,Downtown,Apartment,Entire home/apt,3,1,1,Real Bed,38,204.28,100,f,moderate,t,381.7,t,21,1.732050808,14.29265546,1.732050808,1,7
96.40529571,1,t,Allston,Apartment,Private room,2,1,1,Real Bed,12,100,72.07,f,strict_14_with_grace_period,f,88.77,f,1,1.414213562,10,3.464101615,4,6
96.40529571,1,t,South End,Apartment,Entire home/apt,6,1,2,Real Bed,22,204.28,50,f,strict_14_with_grace_period,f,250,t,1,2.449489743,14.29265546,2.236067977,2,3
100,33,t,Brighton,Apartment,Entire home/apt,3,1,1,Real Bed,23,350,150,f,strict_14_with_grace_period,f,90,f,5.744562647,1.732050808,18.70828693,5.567764363,2,6
96.40529571,1,t,South Boston,Condominium,Entire home/apt,3,1,1,Real Bed,16,100,15,f,moderate,f,189,t,1,1.732050808,10,3.464101615,1,6
96.40529571,1,f,Jamaica Plain,Apartment,Private room,2,1,1,Real Bed,16,204.28,72.07,f,flexible,f,63,t,1,1.414213562,14.29265546,1.414213562,4,6
99,778,f,Fenway,Apartment,Entire home/apt,3,1,1,Real Bed,35,204.28,100,f,strict_14_with_grace_period,f,480.97,t,27.89265136,1.732050808,14.29265546,1,2,5
96.40529571,1,f,Back Bay,Apartment,Entire home/apt,2,1,1,Real Bed,15,204.28,50,f,strict_14_with_grace_period,f,168.87,t,1,1.414213562,14.29265546,1,2,6
96.40529571,1,t,South End,Apartment,Entire home/apt,4,1,1,Real Bed,20,204.28,60,f,moderate,f,150,t,1,2,14.29265546,2.828427125,1,6
96.40529571,2,t,Beacon Hill,Apartment,Entire home/apt,3,1,1,Real Bed,13,1000,150,f,strict_14_with_grace_period,f,251.61,f,1.414213562,1.732050808,31.6227766,4.69041576,2,6
90,30,t,Roxbury,Apartment,Private room,1,2,1,Real Bed,14,300,40,f,strict_14_with_grace_period,f,33.1,t,5.477225575,1,17.32050808,3.31662479,4,6
96.40529571,1,f,Roxbury,House,Private room,2,0.5,1,Pull-out Sofa,13,204.28,72.07,f,flexible,f,75,f,1,1.414213562,14.29265546,2,4,6
96.40529571,5,t,Beacon Hill,Apartment,Entire home/apt,4,1.5,2,Real Bed,7,204.28,72.07,f,flexible,f,250,t,2.236067977,2,14.29265546,1,3,6
96.40529571,1,f,East Boston,Apartment,Private room,3,1,1,Real Bed,23,204.28,10,f,moderate,f,98,t,1,1.732050808,14.29265546,8.306623863,5,1
96.40529571,1,t,South Boston Waterfront,Apartment,Entire home/apt,6,3,3,Real Bed,18,600,150,f,strict_14_with_grace_period,f,600,t,1,2.449489743,24.49489743,3,2,2
96.40529571,1,t,Hyde Park,Apartment,Private room,2,1,1,Real Bed,19,100,15,f,flexible,f,47.48,t,1,1.414213562,10,2.645751311,4,6
96.40529571,1,t,Jamaica Plain,Condominium,Entire home/apt,4,1,2,Real Bed,16,400,80,f,strict_14_with_grace_period,f,153.79,f,1,2,20,2.236067977,2,6
80,2,t,South End,Apartment,Entire home/apt,2,1,1,Real Bed,11,300,70,f,strict_14_with_grace_period,f,171.52,t,1.414213562,1.414213562,17.32050808,1.732050808,2,6
90,30,t,Dorchester,Apartment,Private room,1,1,1,Real Bed,12,300,40,f,strict_14_with_grace_period,f,38,t,5.477225575,1,17.32050808,1.414213562,4,6
98,441,t,Fenway,Other,Entire home/apt,3,1,1,Real Bed,33,204.28,100,f,moderate,t,317.15,f,21,1.732050808,14.29265546,1,1,7
96.40529571,1,t,South Boston,Apartment,Entire home/apt,6,1.5,3,Real Bed,14,204.28,72.07,f,strict_14_with_grace_period,f,231.94,t,1,2.449489743,14.29265546,1.732050808,2,3
100,11,t,Roxbury,Townhouse,Entire home/apt,8,2,4,Real Bed,38,500,180,f,moderate,f,690.43,t,3.31662479,2.828427125,22.36067977,1.732050808,1,2
96.40529571,1,t,Back Bay,Apartment,Entire home/apt,4,1,1,Real Bed,17,200,100,f,flexible,f,189.71,f,1,2,14.14213562,5.099019514,3,6
96.40529571,2,t,South Boston,Condominium,Entire home/apt,4,2,2,Real Bed,22,204.28,80,f,moderate,f,250,f,1.414213562,2,14.29265546,2.828427125,1,3
96.40529571,1,f,Beacon Hill,Apartment,Entire home/apt,3,1,1,Real Bed,18,200,65,f,flexible,f,275,f,1,1.732050808,14.14213562,2,3,6
96.40529571,1,t,Jamaica Plain,Condominium,Entire home/apt,4,1,2,Real Bed,12,204.28,72.07,f,flexible,f,180,t,1,2,14.29265546,1,3,6
33,1,f,West Roxbury,House,Private room,1,1,1,Futon,22,0,0,f,moderate,t,65,f,1,1,0,6.244997998,1,4
96.40529571,1,t,Jamaica Plain,Apartment,Private room,2,1,1,Real Bed,18,500,9,f,moderate,f,90,f,1,1.414213562,22.36067977,1.732050808,1,6
86,2,f,Brighton,Apartment,Entire home/apt,5,2,2,Real Bed,22,100,72.07,t,flexible,f,165,t,1.414213562,2.236067977,10,3.741657387,3,3
96.40529571,1,f,Beacon Hill,Apartment,Entire home/apt,4,1,1,Real Bed,12,204.28,55,f,moderate,f,196,t,1,2,14.29265546,2.449489743,3,6
96.40529571,1,f,South End,Condominium,Entire home/apt,3,1,2,Real Bed,14,100,85,f,strict_14_with_grace_period,f,295,f,1,1.732050808,10,2.236067977,6,6
96.40529571,1,t,East Boston,House,Entire home/apt,4,2,2,Real Bed,15,204.28,72.07,f,flexible,f,225,t,1,2,14.29265546,1.732050808,3,3
96.40529571,1,t,Charlestown,Apartment,Entire home/apt,3,1,1,Real Bed,11,500,72.07,f,strict_14_with_grace_period,f,249,f,1,1.732050808,22.36067977,3.31662479,2,6
90,22,f,Dorchester,Apartment,Private room,2,1,1,Real Bed,30,0,150,f,moderate,f,75,t,4.69041576,1.414213562,0,1,5,6
96.40529571,1,f,Charlestown,Condominium,Private room,1,1,1,Real Bed,13,204.28,72.07,t,flexible,f,70.27,t,1,1,14.29265546,1.414213562,5,6
90,30,t,Roxbury,Apartment,Private room,1,2,1,Real Bed,15,300,40,f,strict_14_with_grace_period,f,36,f,5.477225575,1,17.32050808,2,4,6
90,5,f,Allston,House,Private room,2,2,1,Real Bed,18,204.28,10,f,moderate,f,44.27,f,2.236067977,1.414213562,14.29265546,3.605551275,5,6
96.40529571,1,t,South End,Apartment,Entire home/apt,4,1,2,Real Bed,16,250,80,f,strict_14_with_grace_period,f,257.55,t,1,2,15.8113883,3.741657387,2,3
96.40529571,1,f,East Boston,House,Entire home/apt,4,1,2,Real Bed,22,204.28,45,f,moderate,f,195,t,1,2,14.29265546,5.196152423,3,3
96.40529571,1,t,South Boston Waterfront,Apartment,Entire home/apt,4,1,1,Real Bed,20,204.28,25,f,moderate,f,208.2,f,1,2,14.29265546,2,1,6
100,1,t,South End,Apartment,Entire home/apt,2,1,1,Real Bed,17,204.28,50,f,strict_14_with_grace_period,f,275,t,1,1.414213562,14.29265546,2.236067977,2,6
98,441,t,Fenway,Other,Entire home/apt,5,2,2,Real Bed,34,204.28,100,f,moderate,t,420.32,f,21,2.236067977,14.29265546,1,1,7
99,778,f,Fenway,Apartment,Entire home/apt,5,2,2,Real Bed,34,204.28,100,f,strict_14_with_grace_period,f,597.16,f,27.89265136,2.236067977,14.29265546,1.732050808,2,7
96.40529571,1,t,Allston,Apartment,Entire home/apt,6,1,2,Real Bed,15,204.28,72.07,t,flexible,f,177.82,f,1,2.449489743,14.29265546,1,6,3
96.40529571,1,t,Jamaica Plain,Apartment,Entire home/apt,4,1,2,Real Bed,17,204.28,25,f,flexible,f,200,f,1,2,14.29265546,3.605551275,3,6
96.40529571,1,f,South End,Apartment,Entire home/apt,3,2,2,Real Bed,17,204.28,20,t,moderate,f,294.54,t,1,1.732050808,14.29265546,3,3,6
100,2,f,Back Bay,Apartment,Private room,2,1,1,Real Bed,20,204.28,40,f,moderate,f,169.95,t,1.414213562,1.414213562,14.29265546,4.582575695,5,6
96.40529571,1,f,Leather District,Loft,Private room,2,2,2,Real Bed,32,100,50,t,flexible,f,80.67,t,1,1.414213562,10,1,5,6
96.40529571,2,t,Jamaica Plain,Apartment,Private room,2,1,1,Real Bed,18,204.28,72.07,f,flexible,f,65,t,1.414213562,1.414213562,14.29265546,3.464101615,4,6
96.40529571,1,t,Fenway,Apartment,Private room,2,1,1,Real Bed,14,204.28,7,f,strict_14_with_grace_period,f,70.8,f,1,1.414213562,14.29265546,4,4,6
96.40529571,2,t,Jamaica Plain,Apartment,Private room,2,1,1,Real Bed,17,204.28,72.07,f,flexible,f,65,t,1.414213562,1.414213562,14.29265546,2.828427125,4,6
96.40529571,1,t,South Boston,Apartment,Entire home/apt,4,2,2,Real Bed,25,204.28,100,f,strict_14_with_grace_period,f,300,t,1,2,14.29265546,2,2,3
96.40529571,3,t,Beacon Hill,Apartment,Entire home/apt,4,1.5,2,Real Bed,14,204.28,72.07,t,flexible,f,290,f,1.732050808,2,14.29265546,4.472135955,6,3
100,2,t,Beacon Hill,Apartment,Entire home/apt,2,1,0,Real Bed,15,204.28,50,f,moderate,f,100,t,1.414213562,1.414213562,14.29265546,2.645751311,1,6
99,778,f,Fenway,Apartment,Entire home/apt,3,1,1,Real Bed,34,204.28,100,f,strict_14_with_grace_period,f,483.44,f,27.89265136,1.732050808,14.29265546,1.414213562,2,5
96.40529571,1,t,Brighton,Apartment,Entire home/apt,3,1,2,Real Bed,12,204.28,72.07,t,flexible,f,80.34,f,1,1.732050808,14.29265546,1.414213562,6,6
96.40529571,1,t,Allston,Apartment,Entire home/apt,4,1,1,Real Bed,22,204.28,60,f,moderate,f,117.42,t,1,2,14.29265546,3,1,6
100,149,t,West End,Serviced apartment,Entire home/apt,2,1,1,Real Bed,40,204.28,72.07,f,moderate,f,197.91,t,12.20655562,1.414213562,14.29265546,1.732050808,1,1
96.40529571,1,t,Allston,Apartment,Private room,1,1,1,Real Bed,14,204.28,6,f,flexible,f,38,t,1,1,14.29265546,1,4,6
93,528,f,Downtown,Apartment,Entire home/apt,3,1,1,Real Bed,26,204.28,100,f,strict_14_with_grace_period,f,584.58,t,22.97825059,1.732050808,14.29265546,1,2,7
99,778,f,Fenway,Apartment,Entire home/apt,5,2,2,Real Bed,35,204.28,100,f,strict_14_with_grace_period,f,521.29,f,27.89265136,2.236067977,14.29265546,1.732050808,2,7
96.40529571,1,t,Beacon Hill,Apartment,Entire home/apt,4,1,2,Real Bed,16,204.28,72.07,t,flexible,f,112.3,f,1,2,14.29265546,2,6,6
90,30,t,Roxbury,Apartment,Private room,1,2,1,Real Bed,19,300,40,f,strict_14_with_grace_period,f,33,t,5.477225575,1,17.32050808,1.414213562,4,6
100,149,t,Chinatown,Serviced apartment,Entire home/apt,2,1,1,Real Bed,30,204.28,72.07,f,moderate,f,209.37,t,12.20655562,1.414213562,14.29265546,1.414213562,1,6
96.40529571,2,t,Downtown,Apartment,Private room,2,1,1,Real Bed,12,100,10,f,moderate,f,65.7,f,1.414213562,1.414213562,10,3.464101615,1,6
98,441,t,Fenway,Other,Entire home/apt,3,1,1,Real Bed,34,204.28,100,f,moderate,t,317.15,f,21,1.732050808,14.29265546,2.828427125,1,7
96.40529571,1,f,Fenway,Apartment,Entire home/apt,2,1,1,Real Bed,14,204.28,20,f,strict_14_with_grace_period,f,95,f,1,1.414213562,14.29265546,3.741657387,2,6
96.40529571,1,t,Brighton,House,Private room,2,1,1,Real Bed,16,204.28,72.07,f,flexible,f,80,f,1,1.414213562,14.29265546,2.828427125,4,6
96.40529571,1,t,South Boston,Apartment,Entire home/apt,2,1,1,Real Bed,11,204.28,25,f,flexible,f,151.85,t,1,1.414213562,14.29265546,1.414213562,3,6
100,7,t,Dorchester,House,Private room,4,2,1,Real Bed,12,100,20,f,flexible,f,68,t,2.645751311,2,10,2.449489743,4,6
96.40529571,1,f,South End,House,Private room,2,1,1,Real Bed,15,204.28,72.07,f,strict_14_with_grace_period,f,320,t,1,1.414213562,14.29265546,1,4,6
